respondent_id,region_str,psu,weight,age,female,educ_raw,income_k,trust_gov,trust_media,trust_science,trust_local,policy_support,voted_last_election,satisfaction
702,west,17,0.8959,59,1,3,8.4,5,-99,5,5,4,1,8.1
703,Midwest ,28,1.2251,28,0,1,76.8,5,5,2,5,4,0,8.2
704,Midwest ,28,1.0803,42,1,2,66.8,1,4,1,1,3,0,5.2
705, northeast,1,1.3558,60,1,4,25.2,1,4,5,5,3,1,7.5
706, northeast,24,1.3782,58,0,2,54.7,5,-99,5,4,4,1,5.2
707, northeast,1,1.6372,42,1,1,17.5,1,-99,1,1,4,0,5.5
708, northeast,14,1.0988,36,0,3,16.6,5,3,3,3,4,1,8.4
709,west,27,0.7211,REFUSED,1,2,72.9,4,3,4,4,4,1,6.1
710,west,7,0.6483,28,1,3,80.0,4,4,2,5,4,1,8.2
711, northeast,9,1.5718,57,1,2,43.7,1,1,5,3,2,0,7.7
712, northeast,3,1.2494,56,1,2,31.9,4,5,1,1,4,0,4.0
713,west,19,0.7027,54,0,4,50.0,3,3,3,2,4,1,4.0
714,west,20,0.6596,39,1,3,11.9,5,5,5,4,4,0,5.2
715,Midwest ,20,1.0421,23,1,3,37.3,1,1,1,2,4,1,5.4
716, northeast,22,1.6648,43,0,4,36.5,5,3,5,4,4,0,7.4
717,SOUTH,12,0.8797,32,1,3,65.3,5,2,5,2,4,0,5.7
718,SOUTH,13,0.9986,75,1,1,10.8,5,1,4,4,4,1,6.3
719,Midwest ,20,1.1228,39,0,2,22.2,3,1,4,3,4,0,5.8
720,west,19,0.5287,59,0,4,46.2,-99,4,3,5,4,1,7.4
721,Midwest ,1,0.9144,90,0,2,27.7,3,-99,1,3,4,1,6.1
722,SOUTH,25,0.7738,60,0,3,71.8,1,1,5,5,3,1,7.2
723, northeast,24,1.5949,52,1,2,12.6,4,2,1,2,4,0,4.9
724, northeast,11,1.356,54,1,2,35.7,1,-99,2,3,3,1,5.2
725, northeast,29,1.3882,35,0,3,65.7,5,5,4,-99,4,1,7.2
726,west,2,0.5358,25,0,3,45.1,5,4,3,5,4,1,5.5
727,Midwest ,24,1.0539,64,1,3,72.7,2,1,1,1,3,1,5.3
728,west,9,0.6168,43,0,1,21.6,5,5,5,5,4,0,6.7
729,Midwest ,17,1.3272,70,0,2,28.0,5,5,5,5,4,1,7.1
730,west,29,0.7665,60,1,4,38.1,4,2,4,2,4,1,6.4
731,SOUTH,25,0.8453,49,1,3,31.6,4,5,5,5,4,0,7.8
732,SOUTH,22,0.9012,31,1,4,174.8,4,5,5,3,4,0,7.6
733,Midwest ,28,1.3771,50,1,4,25.1,4,4,4,4,4,1,5.9
734,SOUTH,7,0.5671,48,0,2,49.1,3,3,3,3,3,0,3.3
735,west,21,0.7589,57,1,4,69.9,1,2,3,1,4,1,7.7
736,Midwest ,4,1.0434,61,0,3,70.1,5,4,3,3,4,0,7.1
737,west,18,0.6042,69,0,2,40.8,1,3,3,2,2,0,6.5
738, northeast,13,1.2471,49,1,2,20.2,1,2,1,3,4,0,7.8
739,Midwest ,21,1.1276,39,1,3,30.0,1,1,3,3,2,0,5.8
740,west,2,0.7679,66,0,3,48.3,3,5,5,5,4,1,5.4
741,Midwest ,26,0.9645,33,0,3,56.6,3,4,1,4,4,0,7.8
742,SOUTH,28,0.8196,45,0,3,34.2,4,5,3,4,4,0,7.0
743,SOUTH,7,0.6901,60,1,4,36.3,3,1,2,1,4,1,5.0
744,west,22,0.5752,34,1,2,53.3,3,2,1,1,4,1,7.0
745,west,8,0.8807,69,0,3,5.8,5,3,4,5,4,1,6.4
746,west,17,0.7733,20,0,3,23.8,1,2,2,1,3,0,6.8
747, northeast,8,1.5954,38,1,2,29.9,3,5,4,5,4,1,4.6
748,west,13,0.709,55,1,4,18.2,5,5,5,5,4,1,7.6
749,SOUTH,22,0.8745,38,0,3,39.1,5,4,5,5,4,1,7.6
750,Midwest ,25,0.9461,25,0,2,42.5,2,5,3,2,4,0,7.3
751, northeast,10,1.2973,78,1,3,56.1,4,3,4,4,4,1,8.3
752,SOUTH,7,0.8768,18,0,1,30.6,2,-99,3,3,3,0,8.2
753,SOUTH,21,0.8851,71,0,3,23.1,1,4,2,1,4,0,5.0
754,Midwest ,19,1.2682,67,1,2,12.4,4,1,4,5,4,0,8.3
755,SOUTH,9,0.7628,49,1,3,36.5,3,5,5,2,4,0,6.4
756,west,10,0.5794,57,1,3,59.0,2,4,-99,1,4,1,4.0
757, northeast,19,1.0998,53,1,4,19.0,2,5,2,3,3,1,6.8
758,SOUTH,26,0.8153,47,0,1,19.3,2,-99,5,5,4,0,8.4
759,Midwest ,13,1.0584,26,1,2,75.9,2,2,4,2,4,0,4.6
760,Midwest ,14,1.1383,41,1,1,39.9,2,4,4,3,4,1,6.5
761,Midwest ,2,1.0702,38,0,3,39.9,5,5,-99,5,4,0,7.2
762,Midwest ,11,1.1473,40,0,3,28.5,5,5,2,3,4,0,6.0
763,SOUTH,28,0.7426,54,1,4,45.1,4,2,1,1,4,1,3.2
764,west,29,0.5553,34,0,3,29.5,5,5,5,4,4,1,7.2
765,Midwest ,15,1.244,59,0,3,19.2,1,1,1,1,2,1,4.8
766,Midwest ,2,1.3276,36,1,2,19.7,5,5,5,3,4,0,6.5
767, northeast,22,1.3694,43,0,4,20.9,-99,2,4,5,4,0,8.4
768,Midwest ,6,0.8557,50,1,4,41.1,5,5,5,5,4,1,8.2
769,west,25,0.7897,34,0,2,69.1,2,1,1,4,1,0,7.7
770,west,25,0.7492,26,0,2,58.8,1,2,1,4,3,0,6.3
771, northeast,28,1.2131,REFUSED,0,5,33.6,1,3,1,1,3,1,6.4
772,Midwest ,5,0.8572,49,1,3,31.6,5,5,-99,5,4,0,8.1
773,west,16,0.5933,24,1,3,25.5,1,1,1,4,2,0,7.0
774,west,16,0.6643,29,1,4,48.7,5,5,3,4,4,1,7.3
775, northeast,19,1.1984,55,1,3,72.3,3,3,2,1,3,1,6.3
776, northeast,15,1.2351,23,0,3,37.0,2,2,4,5,4,0,8.4
777,west,20,0.7834,53,0,4,36.9,3,5,5,5,4,1,8.1
778,SOUTH,14,0.7717,35,0,2,22.7,1,1,1,1,2,0,5.4
779,Midwest ,20,0.9561,44,0,2,12.3,3,2,1,2,4,1,7.8
780,west,16,0.5295,44,0,2,12.8,1,1,1,1,1,1,4.8
781, northeast,28,1.2277,30,0,3,9.5,5,2,-99,3,4,1,8.0
782,SOUTH,4,0.7893,41,1,1,5.1,5,5,5,4,4,0,7.0
783,SOUTH,23,0.9024,56,1,3,31.1,5,5,4,5,4,1,7.5
784,west,10,0.9373,47,1,3,63.5,5,5,5,5,4,1,6.5
785,SOUTH,5,0.5625,18,0,2,22.0,4,2,5,4,4,0,7.8
786,west,2,0.7409,43,1,4,16.7,2,1,1,1,4,0,4.6
787,SOUTH,14,0.8847,60,1,2,32.3,2,2,2,3,4,0,6.9
788,Midwest ,13,1.0971,34,1,4,60.7,1,1,-99,3,3,1,6.0
789,west,28,0.9311,18,1,2,57.3,1,1,1,1,4,0,4.7
790,west,3,0.9418,18,0,3,38.1,5,4,5,5,4,0,7.8
791, northeast,9,1.1262,56,0,4,54.8,2,3,5,3,4,1,5.4
792,Midwest ,30,1.0108,53,0,3,104.5,5,5,3,5,4,1,7.6
793, northeast,24,1.2765,59,1,3,15.5,1,3,2,5,4,0,4.7
794,Midwest ,14,0.9642,75,0,2,20.5,2,5,5,5,4,1,6.7
795,Midwest ,26,1.0777,58,1,3,20.4,5,5,5,2,4,1,4.6
796,Midwest ,4,1.1054,47,0,3,21.0,4,1,3,4,4,0,9.0
797,SOUTH,17,0.9129,35,0,2,50.2,2,3,3,1,2,0,3.3
798,Midwest ,22,1.3163,48,0,3,32.2,1,-99,1,1,3,1,5.5
799,SOUTH,17,0.8518,36,1,4,27.8,1,1,1,2,4,1,6.3
800,west,12,0.7631,REFUSED,1,2,58.8,4,5,4,5,4,0,8.4
801,west,3,0.8026,75,0,3,57.1,5,5,5,5,4,0,6.5
802, northeast,27,1.3271,57,0,4,13.3,5,5,4,4,4,1,6.7
803, northeast,25,1.443,48,0,5,33.8,2,5,3,3,4,1,6.0
804, northeast,25,1.2,53,1,3,18.3,1,1,1,-99,2,1,6.5
805, northeast,28,1.4345,28,0,3,34.6,3,2,4,4,4,1,6.6
806, northeast,15,1.2781,34,1,3,29.5,2,2,4,4,4,1,6.4
807, northeast,14,1.2568,72,0,1,11.2,1,2,2,1,3,1,6.1
808,west,18,0.8612,50,1,3,68.2,3,4,4,2,4,1,6.2
809, northeast,6,1.332,REFUSED,0,2,23.7,1,1,1,4,3,1,4.2
810,SOUTH,19,0.9313,70,0,1,17.9,-99,1,2,1,3,1,4.6
811,SOUTH,3,0.8224,37,1,4,13.9,4,5,5,5,4,1,6.1
812,west,30,0.7169,32,0,1,36.2,3,1,1,1,4,0,5.0
813,west,21,0.8675,39,1,2,40.3,3,3,3,5,4,0,7.0
814,west,6,0.6682,58,1,2,15.1,1,1,1,1,3,1,5.7
815, northeast,6,1.3046,59,0,3,29.2,5,-99,2,4,4,1,7.2
816,Midwest ,25,0.9724,42,0,3,91.7,4,3,2,1,4,1,6.8
817, northeast,23,1.5682,39,1,2,72.3,4,5,5,5,4,1,7.4
818,Midwest ,1,0.8425,29,1,4,30.6,1,1,1,1,4,1,8.2
819, northeast,12,1.1588,60,0,2,30.8,1,2,1,3,2,1,5.2
820,west,16,0.7129,40,0,3,26.0,1,4,5,1,4,0,6.2
821, northeast,3,1.5342,41,0,3,23.3,5,5,1,2,4,0,6.9
822, northeast,24,1.7916,24,0,3,21.8,1,1,4,5,2,0,6.9
823, northeast,15,1.568,58,1,5,43.0,5,5,4,5,4,1,7.8
824,SOUTH,20,0.8429,44,0,3,17.8,5,-99,1,4,4,1,6.6
825, northeast,12,1.3374,40,1,2,44.7,5,5,2,5,4,0,7.4
826, northeast,4,1.4159,48,0,3,139.7,3,4,5,5,4,1,6.7
827,SOUTH,30,0.8772,61,0,3,27.3,1,2,1,3,2,1,5.3
828,west,7,0.6726,18,1,3,31.6,3,2,4,4,4,0,6.0
829,Midwest ,23,1.242,56,0,3,28.2,5,4,3,4,4,1,6.6
830,SOUTH,13,0.8888,72,1,2,25.0,3,5,4,3,4,1,7.0
831, northeast,3,0.8225,28,1,2,41.5,5,4,5,4,4,0,7.5
832,west,22,0.9011,45,1,1,21.2,5,5,5,4,4,0,7.2
833,Midwest ,11,0.9377,53,1,4,29.9,2,1,1,2,3,1,4.9
834,west,30,0.6912,38,1,1,20.6,1,1,1,1,4,0,5.5
835,west,24,0.6626,57,1,3,18.1,4,3,4,2,4,0,5.4
836,SOUTH,15,0.6485,58,1,3,16.9,3,4,4,4,4,1,7.1
837,west,14,0.7529,20,0,1,24.7,3,5,4,2,4,0,5.3
838,SOUTH,21,0.8651,48,0,2,52.3,-99,3,3,1,4,0,5.9
839,Midwest ,2,1.004,76,1,2,15.4,4,5,5,2,4,1,3.9
840,SOUTH,6,1.0039,34,1,1,14.2,3,5,2,5,4,0,7.4
841,west,1,0.654,44,1,3,20.5,3,1,3,4,4,1,8.3
842,west,10,1.0173,40,1,3,13.0,1,1,1,1,3,0,6.1
843,SOUTH,5,0.7279,57,0,4,34.7,5,1,3,4,4,1,6.4
844,Midwest ,16,1.0808,34,1,3,40.7,2,2,4,2,4,0,2.6
845,SOUTH,25,0.7096,44,1,2,26.5,5,4,5,4,4,0,5.0
846,SOUTH,6,0.7535,47,0,2,17.5,4,2,5,3,4,0,4.6
847,west,21,0.7044,47,0,2,11.1,2,3,4,4,3,0,6.3
848,Midwest ,13,1.1514,56,0,4,19.8,3,2,3,5,4,0,6.2
849,SOUTH,17,0.824,25,0,4,28.1,3,1,1,2,4,0,6.5
850, northeast,7,1.5047,30,1,1,33.7,2,3,1,-99,3,1,6.0
851,SOUTH,1,0.9559,24,0,2,84.9,5,3,5,-99,4,0,10.0
852,west,18,0.6243,47,1,4,22.5,-99,2,1,2,4,1,5.2
853,west,2,0.7142,32,0,2,23.5,3,3,2,3,4,0,7.8
854, northeast,5,0.7769,56,1,4,32.5,5,-99,5,3,4,1,7.9
855,west,15,0.7969,30,0,2,33.9,4,5,5,4,4,1,7.0
856,SOUTH,28,0.6561,90,0,3,122.8,5,4,4,4,4,1,7.9
857,Midwest ,4,0.903,37,0,1,47.9,4,5,5,3,4,0,6.6
858,Midwest ,8,1.1883,38,0,3,48.6,4,4,5,3,4,1,8.3
859,Midwest ,15,1.3141,19,0,3,90.7,4,3,2,5,4,0,5.2
860, northeast,9,1.3117,18,1,2,26.5,2,1,3,1,4,1,4.3
861,west,29,0.8467,63,0,4,59.0,-99,1,2,3,2,1,5.4
862, northeast,26,1.4408,26,0,3,25.7,5,3,5,5,4,1,7.5
863,west,23,0.7959,40,0,4,,3,4,3,5,4,1,7.2
864,SOUTH,29,0.7963,29,0,2,130.8,5,5,5,5,4,0,6.8
865,west,24,0.6884,48,0,3,80.5,2,4,2,2,3,1,5.0
866,west,8,0.9147,REFUSED,1,2,35.6,2,1,2,2,3,0,6.3
867, northeast,6,1.6785,62,1,4,N/A,3,2,2,-99,4,1,5.3
868, northeast,16,1.3072,REFUSED,1,2,24.9,1,1,-99,4,4,1,7.4
869,Midwest ,23,1.0969,27,1,5,42.0,5,1,1,4,4,0,6.8
870, northeast,2,1.3934,50,1,4,14.7,1,1,1,1,3,0,6.1
871,Midwest ,20,0.9353,47,1,3,18.9,3,1,1,4,2,0,6.3
872,west,28,0.7468,46,1,3,15.6,5,5,5,5,4,1,5.3
873,Midwest ,4,0.9629,78,0,3,26.8,5,1,4,1,4,1,5.4
874, northeast,15,1.146,38,1,4,63.3,5,5,5,3,4,1,6.6
875,SOUTH,28,0.8811,83,1,3,51.2,4,1,1,1,4,1,6.6
876, northeast,16,1.1253,31,0,3,22.1,4,5,5,5,4,1,6.4
877,SOUTH,19,0.5939,33,0,3,30.3,2,3,1,5,3,1,5.3
878,west,17,0.6586,43,1,2,145.4,1,1,1,1,3,0,6.9
879, northeast,23,1.2152,74,1,1,32.6,1,1,2,1,2,0,4.9
880, northeast,17,1.3479,54,0,1,31.9,2,2,5,4,4,0,5.8
881, northeast,6,1.3596,35,0,2,24.8,5,5,5,5,4,0,7.6
882,Midwest ,1,1.2818,59,1,4,19.6,2,-99,2,2,3,1,6.1
883,west,20,0.8256,71,1,3,47.7,1,5,2,3,4,1,5.8
884,SOUTH,2,0.7317,37,1,2,43.7,3,3,3,2,3,1,4.6
885, northeast,22,1.0937,60,0,3,33.0,5,5,5,5,4,1,7.8
886,Midwest ,24,1.1401,46,1,3,21.8,5,-99,3,5,4,1,6.3
887,Midwest ,30,1.2293,63,0,2,27.8,4,-99,3,4,4,1,6.7
888,Midwest ,5,1.1866,72,0,4,38.8,3,1,4,5,4,1,7.4
889,SOUTH,5,0.8583,58,1,4,32.0,3,1,1,1,3,1,5.8
890,west,17,0.897,54,0,5,42.0,1,1,1,1,4,1,5.4
891,Midwest ,15,1.1887,49,1,1,29.4,5,5,4,4,4,1,9.1
892,SOUTH,8,0.9666,56,0,5,39.6,2,1,1,2,4,1,5.8
893,SOUTH,23,0.9934,62,1,5,50.5,1,2,2,1,2,0,6.2
894, northeast,19,1.4106,59,0,1,56.6,1,1,1,1,3,0,5.0
895, northeast,12,1.3694,REFUSED,0,4,28.6,4,5,2,4,4,0,8.9
896,west,11,0.8397,58,0,2,40.0,3,1,5,3,4,1,6.3
897,SOUTH,5,0.7907,74,0,1,26.0,2,4,5,1,4,1,7.0
898,Midwest ,21,1.2459,54,1,1,29.0,1,1,1,1,2,0,4.1
899, northeast,20,1.4617,50,1,3,46.3,5,5,5,5,4,1,9.5
900,SOUTH,22,1.0006,50,0,5,N/A,3,4,3,3,4,1,6.7
901, northeast,23,1.933,21,0,2,73.9,1,2,4,5,4,0,8.8
902,west,20,0.8339,71,1,4,54.2,1,1,3,3,2,1,4.9
903,Midwest ,15,1.0176,45,0,3,8.8,2,4,2,1,3,1,3.4
904, northeast,11,1.4875,61,0,3,36.8,5,1,1,1,4,1,6.5
905,west,24,0.7822,49,0,3,33.2,2,1,2,3,4,0,7.4
906, northeast,5,1.4532,28,1,2,26.3,1,1,-99,1,3,1,3.9
907,SOUTH,21,0.8912,18,0,3,17.9,2,3,4,5,4,0,7.2
908, northeast,10,1.2112,26,0,3,42.2,4,5,5,2,4,1,7.1
909,Midwest ,4,1.1031,42,1,4,50.6,4,3,2,2,4,1,7.9
910, northeast,2,1.3902,52,1,3,45.8,3,1,2,4,3,1,7.6
911, northeast,15,1.1811,37,0,3,24.5,2,2,5,4,4,0,5.9
912,SOUTH,17,0.7232,64,1,3,20.4,2,2,1,-99,4,1,4.4
913, northeast,30,1.4236,58,0,3,34.0,3,1,1,1,4,0,4.4
914,SOUTH,6,0.6596,56,0,3,25.4,4,4,5,4,4,1,8.7
915,Midwest ,22,1.353,26,1,2,,-99,5,4,5,4,0,6.3
916,SOUTH,19,0.9269,18,0,2,28.0,5,5,5,5,4,1,5.7
917,SOUTH,23,0.8646,35,1,1,30.9,4,5,5,-99,4,0,7.7
918,west,24,0.7862,50,1,3,23.2,1,1,3,1,4,0,7.3
919, northeast,28,1.2153,55,0,3,37.6,3,5,4,4,4,1,5.2
920,Midwest ,26,1.3878,60,0,4,71.1,3,1,-99,3,4,1,6.5
921, northeast,28,1.3048,82,0,3,18.3,4,3,4,4,3,1,4.7
922,Midwest ,4,1.1691,67,1,4,15.4,3,2,1,2,4,1,5.5
923,Midwest ,24,1.3629,39,0,2,50.7,5,4,3,4,4,0,6.8
924,Midwest ,2,1.1771,34,1,1,39.2,2,1,1,1,3,0,6.2
925,Midwest ,23,0.8465,52,0,3,34.8,-99,1,2,1,4,1,6.0
926, northeast,21,1.5233,58,1,3,39.6,5,5,-99,5,4,0,5.8
927, northeast,30,1.3167,65,0,4,22.6,3,5,5,5,4,1,6.1
928, northeast,6,1.5954,52,1,2,31.2,5,4,4,5,4,0,8.6
929,SOUTH,8,0.898,45,1,2,50.4,4,5,5,5,4,1,7.7
930,Midwest ,13,1.135,55,0,4,20.5,1,1,1,1,3,0,6.4
931,SOUTH,3,1.0465,32,1,1,46.6,5,5,-99,3,4,0,6.3
932,west,20,0.6832,73,0,3,42.3,3,3,5,5,4,1,8.7
933,SOUTH,8,0.7456,58,1,2,29.5,1,1,1,1,2,0,3.2
934,Midwest ,29,1.1952,85,1,4,22.8,4,5,5,3,4,1,3.5
935, northeast,6,1.2883,40,0,4,47.2,5,4,4,5,4,1,9.0
936,west,28,0.9566,33,1,5,37.8,1,3,1,3,1,0,7.5
937,SOUTH,28,0.8838,65,0,2,19.7,1,2,5,2,4,1,3.9
938,Midwest ,25,1.443,35,1,5,33.7,2,3,5,5,4,1,9.3
939,SOUTH,20,0.5592,34,0,3,N/A,3,2,-99,4,4,1,5.1
940,west,14,0.8647,43,0,3,27.3,3,2,5,5,4,0,8.0
941, northeast,26,1.3135,29,1,3,47.0,-99,5,5,4,4,0,7.9
942, northeast,4,1.4099,50,0,3,47.3,5,5,5,5,4,0,7.7
943,Midwest ,5,0.8991,33,0,3,34.6,1,1,1,1,4,0,6.0
944, northeast,18,0.9903,77,0,2,44.2,1,1,1,1,4,1,3.1
945,west,23,0.9398,32,1,5,29.7,1,3,5,2,4,0,3.7
946,SOUTH,28,0.7908,40,1,3,16.7,4,2,2,5,4,0,6.7
947,Midwest ,1,0.9721,42,0,3,36.7,3,4,4,4,4,0,6.1
948,SOUTH,4,0.7295,63,1,2,19.7,4,1,2,1,4,1,5.3
949,west,10,0.4577,41,0,3,44.2,2,-99,1,1,2,0,6.4
950,west,1,0.9804,27,1,3,34.0,3,1,2,1,4,0,6.0
951,Midwest ,24,1.2434,70,0,3,35.8,4,4,5,-99,4,1,5.3
952, northeast,12,1.6115,70,0,2,141.8,3,3,4,-99,4,1,6.4
953, northeast,20,1.1677,29,1,2,40.3,2,4,-99,5,4,1,9.5
954, northeast,13,1.1554,50,0,2,72.8,-99,1,1,3,3,0,5.5
955,SOUTH,30,0.7741,49,1,3,49.0,2,2,3,3,3,1,5.4
956,Midwest ,28,0.7847,77,0,3,12.3,3,1,3,1,4,1,2.8
957,Midwest ,18,1.3214,79,0,2,37.0,5,5,5,5,4,0,5.4
958,Midwest ,10,0.9973,REFUSED,1,3,30.2,1,2,1,2,1,0,4.8
959,SOUTH,1,0.9705,40,1,4,39.9,5,5,4,5,4,1,6.0
960,west,8,0.7768,19,0,2,29.6,3,5,5,5,4,0,9.4
961,Midwest ,14,1.4237,31,1,3,19.5,1,1,1,1,4,0,7.7
962,west,16,0.7321,52,0,3,26.2,3,3,2,4,4,1,5.0
963,west,5,0.8787,31,0,3,N/A,1,2,1,3,1,0,7.3
964,Midwest ,18,1.0391,57,1,4,12.5,2,5,2,5,4,1,9.0
965,west,16,0.7138,53,0,3,34.0,-99,1,2,1,4,0,4.7
966,Midwest ,21,1.1106,45,0,4,32.6,1,5,3,4,4,1,5.8
967,west,3,0.8032,45,0,4,53.9,4,5,5,5,4,1,9.1
968,Midwest ,13,0.9866,28,1,2,66.5,4,-99,5,2,4,0,7.5
969,Midwest ,15,1.1581,33,0,2,27.3,-99,1,4,2,4,1,6.3
970, northeast,1,1.7313,28,1,3,17.4,5,3,4,4,4,1,8.7
971,SOUTH,12,0.8706,35,1,3,27.1,1,3,1,3,1,1,4.9
972,Midwest ,27,1.0274,41,1,3,18.4,5,4,5,5,4,0,7.2
973,Midwest ,15,0.8318,49,1,2,40.9,4,2,5,5,4,0,7.6
974,SOUTH,24,0.9357,32,1,1,37.9,1,1,1,1,4,1,5.2
975,Midwest ,30,1.3108,44,0,2,22.2,3,1,4,5,3,1,7.9
976, northeast,16,1.1103,18,1,2,21.8,5,5,5,5,4,0,6.8
977,west,19,0.7088,REFUSED,1,2,35.9,2,3,5,3,4,0,8.7
978,SOUTH,19,0.9602,52,1,1,34.1,4,2,4,4,3,0,5.7
979, northeast,14,0.9258,18,1,3,36.6,2,1,4,2,4,0,4.4
980,Midwest ,17,0.9039,51,0,3,22.8,1,1,4,3,4,1,6.8
981, northeast,4,1.0779,64,0,3,23.2,5,5,2,5,4,1,5.0
982,west,10,0.7266,18,0,2,79.5,1,1,1,2,4,0,6.3
983,west,25,0.7525,59,0,3,30.0,5,5,5,5,4,0,6.9
984,west,15,0.6919,42,0,2,38.8,1,2,1,1,3,0,3.0
985,Midwest ,29,1.3787,33,1,3,48.7,2,5,2,2,4,0,7.3
986,Midwest ,27,1.0663,53,0,1,15.9,3,3,-99,2,4,0,7.8
987,SOUTH,4,1.1229,62,1,2,30.4,3,5,4,1,4,0,6.3
988,west,19,0.7287,51,1,2,58.7,4,3,2,4,4,0,5.6
989,west,21,0.8226,43,0,2,27.4,2,2,2,2,3,1,5.6
990,SOUTH,15,0.9229,55,1,4,42.4,2,5,4,5,3,1,8.8
991,Midwest ,23,1.3326,38,1,3,35.7,5,5,-99,5,4,0,7.0
992,SOUTH,20,1.0246,49,1,2,71.0,2,5,1,3,2,1,6.7
993, northeast,8,1.2983,36,1,2,35.9,5,4,4,3,4,1,8.6
994,west,29,0.7501,58,0,3,N/A,5,4,5,3,4,1,6.3
995,SOUTH,18,0.712,64,1,1,36.2,1,3,1,3,1,1,5.0
996,west,9,0.9515,33,1,2,21.2,5,5,5,2,4,0,5.9
997,Midwest ,25,1.3538,43,0,2,28.2,5,5,4,4,4,1,3.7
998,west,26,0.6086,40,0,2,18.3,4,4,5,4,4,1,7.7
999,west,20,0.7711,34,1,2,,1,1,4,1,4,0,4.3
1000, northeast,25,1.2223,50,1,3,27.9,1,1,1,2,4,0,5.4
1001,SOUTH,27,0.9374,49,1,5,38.6,1,4,3,3,4,0,5.4
1002,Midwest ,5,0.9005,59,1,2,28.7,1,4,4,1,4,1,6.4
1003,SOUTH,14,0.9141,48,0,3,27.0,5,5,5,4,4,1,5.3
1004, northeast,23,1.1726,24,1,2,34.3,4,5,3,4,4,1,7.3
1005,west,21,0.6955,53,1,2,11.3,4,4,5,3,4,0,7.3
1006,Midwest ,25,1.0754,58,0,3,29.8,3,2,1,1,4,1,5.5
1007, northeast,4,1.4954,34,1,1,183.0,3,4,3,2,4,0,4.1
1008,Midwest ,18,1.3373,58,0,3,51.2,2,2,2,4,4,0,4.6
1009,west,6,1.0434,54,1,2,25.2,2,4,5,2,4,1,5.1
1010,SOUTH,11,0.8073,20,1,4,16.6,1,1,4,2,4,1,6.2
1011,SOUTH,22,0.9012,54,1,1,51.5,4,1,-99,2,4,1,4.1
1012,west,14,0.8395,36,0,2,N/A,5,4,1,3,4,0,4.6
1013,Midwest ,26,1.3072,41,1,4,N/A,3,4,-99,3,4,1,6.3
1014,Midwest ,29,1.0449,77,1,4,43.9,3,1,1,1,4,1,5.6
1015,west,23,0.8215,48,1,3,44.9,5,4,5,1,4,0,6.3
1016, northeast,25,1.608,61,1,3,40.1,4,5,5,4,4,1,7.9
1017,west,14,0.8348,33,1,3,64.9,2,3,1,2,3,0,7.9
1018,west,1,0.9701,37,1,5,77.5,2,2,1,3,2,1,5.5
1019,SOUTH,20,0.8836,57,0,2,14.7,4,3,4,5,4,1,8.3
1020, northeast,19,1.2367,57,1,1,42.0,3,2,3,3,4,1,5.3
1021, northeast,27,1.0698,31,1,4,37.6,2,3,1,5,2,1,6.7
1022,Midwest ,24,1.2308,37,0,2,84.0,4,1,2,2,3,1,5.1
1023,west,21,0.927,79,1,3,16.7,3,3,2,1,4,1,4.5
1024,SOUTH,24,0.9771,35,0,3,17.5,1,2,1,1,4,0,6.2
1025,west,12,0.8417,31,1,4,31.4,4,4,5,-99,4,1,9.0
1026,Midwest ,23,0.891,37,0,1,38.2,5,5,4,4,4,1,7.6
1027, northeast,26,1.3017,25,0,2,25.9,1,3,1,2,4,0,4.8
1028,SOUTH,9,0.8446,72,1,3,37.4,1,1,1,1,3,1,5.1
1029,Midwest ,6,1.3994,27,1,5,34.8,4,5,5,5,4,1,7.2
1030, northeast,29,1.3785,39,0,3,39.4,2,5,5,1,4,1,2.8
1031, northeast,11,1.0826,56,1,4,35.7,1,1,1,1,2,1,7.5
1032, northeast,15,1.4363,27,0,2,79.4,3,1,3,4,4,0,6.6
1033, northeast,6,1.6946,50,0,3,20.3,1,1,1,2,2,1,6.2
1034,Midwest ,21,1.1885,62,1,4,107.4,5,3,3,3,4,1,4.8
1035, northeast,13,1.2699,57,0,3,40.4,1,1,-99,1,1,0,6.4
1036,west,15,0.5564,63,0,2,51.4,3,1,2,3,4,0,6.5
1037,west,27,0.9238,67,0,4,21.7,3,1,1,1,4,1,5.0
1038, northeast,29,0.9951,51,1,3,29.7,5,2,3,3,4,0,7.5
1039, northeast,27,1.2254,55,1,1,30.4,2,2,1,2,2,0,7.7
1040, northeast,29,1.4096,39,1,4,121.6,3,5,1,1,4,0,5.1
1041, northeast,21,1.3756,80,0,2,28.5,3,3,1,1,3,1,6.2
1042,Midwest ,11,1.1436,37,0,1,50.2,5,5,5,5,4,1,7.3
1043, northeast,9,1.0484,38,1,3,101.3,1,2,4,3,4,0,4.2
1044,SOUTH,8,0.7927,53,1,4,22.3,3,2,4,3,4,1,7.5
1045,Midwest ,22,0.9553,62,1,3,30.5,1,2,1,1,2,0,5.5
1046,Midwest ,26,1.1718,45,1,3,25.7,3,1,2,3,4,0,4.0
1047,SOUTH,26,0.8794,42,1,4,34.2,2,2,2,5,2,1,7.1
1048,SOUTH,19,0.6764,23,1,3,47.1,1,3,1,4,2,1,6.1
1049,Midwest ,29,1.1645,27,0,3,36.3,5,4,5,5,4,0,5.8
1050, northeast,20,1.7875,38,1,3,24.5,4,3,2,1,4,0,3.1
1051,west,15,0.6189,18,1,3,22.5,3,4,2,4,4,1,6.5
